"CustomerID","strategic_priority","pred_sensitivity","business_value"
3390110,"Maintain (Standard)",-0.000883136353038244,-0.0388491681701524
3390114,"Maintain (Standard)",-0.000956440548020993,-0.0456700361680024
3390126,"Maintain (Standard)",-0.00097110836043432,-0.0559261304774125
3390130,"Maintain (Standard)",-0.00092114552297054,-0.0514644003683641
3390146,"Maintain (Standard)",-0.000918836340020213,-0.0376079713970273
3390154,"Maintain (Standard)",-0.00216262400119138,-0.0606616032334183
3390170,"Maintain (Standard)",-0.0019269840104012,-0.0634941231427196
3390178,"Protect (High Value, Negative Sensitivity)",-0.00297854282874033,-0.423399863105438
3390182,"Maintain (Standard)",-0.00174320967430036,-0.0670961403638209
3390186,"Maintain (Standard)",-0.00210819192681369,-0.0210819192681369
3390194,"Protect (High Value, Negative Sensitivity)",-0.00329096471709772,-0.549196191989268
3390202,"Maintain (Standard)",-0.000980406071032225,-0.0415398052296354
3390206,"Protect (High Value, Negative Sensitivity)",-0.00350863446520069,-0.545031277824276
3390210,"Protect (High Value, Negative Sensitivity)",-0.00301263652977621,-0.465633102042211
3390214,"Maintain (Standard)",-0.000990941084577535,-0.0431257560008143
3390218,"Maintain (Standard)",-0.00083008206828275,-0.041819534600085
3390234,"Protect (High Value, Negative Sensitivity)",-0.000935293953075289,-0.0675375763515666
3390242,"Maintain (Standard)",-0.000801111325524767,-0.0436926116941208
3390246,"Protect (High Value, Negative Sensitivity)",-0.00341700514630122,-0.3394111211821
3390254,"Maintain (Standard)",-0.000861764296577333,-0.0432174794733533
3390262,"Maintain (Standard)",-0.00233044925406117,-0.0358190050349202
3390266,"Protect (High Value, Negative Sensitivity)",-0.00362298591690657,-0.361936293098967
3390282,"Maintain (Standard)",-0.00256746502183908,-0.0916071519792183
3390294,"Maintain (Standard)",-0.000658956902664765,-0.0280913327605989
3390302,"Maintain (Standard)",-0.000888774260644681,-0.035684286564884
3390306,"Maintain (Standard)",-0.000851064358014381,-0.038646832497433
3390318,"Protect (High Value, Negative Sensitivity)",-0.00327990793765798,-0.314838362935789
3390322,"Protect (High Value, Negative Sensitivity)",-0.00330841553833247,-0.320552381509033
3390330,"Maintain (Standard)",-0.00223028911255979,-0.0668863704856681
3390334,"Protect (High Value, Negative Sensitivity)",-0.000829220276935633,-0.051453118183856
3390346,"Maintain (Standard)",-0.00108356240978014,-0.0624348660515315
3390354,"Protect (High Value, Negative Sensitivity)",-0.00232971128801016,-0.207950029567786
3390358,"Protect (High Value, Negative Sensitivity)",-0.00358720450203695,-0.390323721866641
3390362,"Maintain (Standard)",-0.00207290573170815,-0.0745831482268593
3390366,"Maintain (Standard)",-0.00179786312861929,-0.0664130639711967
3390386,"Protect (High Value, Negative Sensitivity)",-0.0011207461327728,-0.0811308125514229
3390394,"Maintain (Standard)",-0.000952703564068985,-0.046720582781943
3390406,"Protect (High Value, Negative Sensitivity)",-0.00251516226058651,-0.230866743899236
3390430,"Protect (High Value, Negative Sensitivity)",-0.00202511435309166,-0.134001816744075
3390434,"Maintain (Standard)",-0.000968502741496763,-0.043069316914361
3390442,"Protect (High Value, Negative Sensitivity)",-0.00290209383009726,-0.274044720376085
3390482,"Maintain (Standard)",-0.000901421597196084,-0.0454586911465985
3390490,"Protect (High Value, Negative Sensitivity)",-0.00405381250768772,-0.880001619168849
3390518,"Maintain (Standard)",-0.000977889278833882,-0.0540088248699953
3390522,"Maintain (Standard)",-0.000811443588280419,-0.0340319440924808
3390526,"Maintain (Standard)",-0.00333551152028172,-0.116709548094657
3390546,"Maintain (Standard)",-0.00353370500820588,-0.0618398376436029
3390562,"Protect (High Value, Negative Sensitivity)",-0.00204229924212379,-0.13775308388125
3390566,"Maintain (Standard)",-0.00288974319090898,-0.0701918621071792
3390570,"Maintain (Standard)",-0.0019738844286401,-0.100036462843481
3390574,"Protect (High Value, Negative Sensitivity)",-0.00405016619662651,-0.456089215402112
3390586,"Protect (High Value, Negative Sensitivity)",-0.00435428623404582,-0.370332044205597
3390606,"Protect (High Value, Negative Sensitivity)",-0.00200138819711071,-0.154166932823438
3390622,"Protect (High Value, Negative Sensitivity)",-0.00430945282593165,-0.442968655977514
3390638,"Maintain (Standard)",-0.00161524527778595,-0.0764980163559425
3390658,"Maintain (Standard)",-0.00344590609338341,-0.0695039259035434
3390662,"Maintain (Standard)",-0.00307917779874145,-0.0615527641968416
3390698,"Maintain (Standard)",-0.00165473112937167,-0.0786659178903293
3390702,"Protect (High Value, Negative Sensitivity)",-0.00439850232320216,-0.416538170007244
3390706,"Maintain (Standard)",-0.00336334473239602,-0.0672332612005965
3390710,"Maintain (Standard)",-0.00342940883914988,-0.0857009268903556
3390714,"Maintain (Standard)",-0.00336433180281964,-0.0888520029124668
3390722,"Maintain (Standard)",-0.00315990030642405,-0.0355172794442063
3390726,"Maintain (Standard)",-0.00365810672214079,-0.143141716037369
3390730,"Protect (High Value, Negative Sensitivity)",-0.00502055879691093,-0.509185073182707
3390734,"Maintain (Standard)",-0.00179483055492313,-0.0901902353848874
3390738,"Maintain (Standard)",-0.00148902652108066,-0.0629262607808685
3390746,"Maintain (Standard)",-0.00341571635690879,-0.0443701554762452
3390750,"Maintain (Standard)",-0.00185681773598118,-0.0827769346700408
3390758,"Maintain (Standard)",-0.00205339218381456,-0.110534101254738
3390770,"Protect (High Value, Negative Sensitivity)",-0.00204853303539404,-0.131782130166899
3390778,"Maintain (Standard)",-0.00182216195072704,-0.0778609801545665
3390786,"Maintain (Standard)",-0.00173310146054495,-0.0917157292920388
3390790,"Protect (High Value, Negative Sensitivity)",-0.00199295391069876,-0.138888958036596
3390806,"Protect (High Value, Negative Sensitivity)",-0.00210275163773027,-0.167126700166802
3390822,"Maintain (Standard)",-0.0024662860228524,-0.0322590211789094
3390830,"Maintain (Standard)",-0.00385060113128588,-0.141317061518192
3390846,"Maintain (Standard)",-0.00345045253846082,-0.120869352422283
3390850,"Maintain (Standard)",-0.00348824286035998,-0.105554228954493
3390858,"Maintain (Standard)",-0.00177656128832354,-0.0816329911984667
3390862,"Maintain (Standard)",-0.00164803709121064,-0.0715248097585418
3390870,"Maintain (Standard)",-0.00365180194478859,-0.119231333497347
3390874,"Protect (High Value, Negative Sensitivity)",-0.00209672351907164,-0.139788557016506
3390878,"Maintain (Standard)",-0.0159575111171891,-0.209043395635177
3390890,"Maintain (Standard)",-0.0178342472881978,-0.885827062804786
3390894,"Maintain (Standard)",-0.0141593709559112,-0.0802836333200168
3390902,"Maintain (Standard)",-0.0158329691544137,-0.0484488856125059
3390910,"Maintain (Standard)",-0.0161373519375758,-0.0529305143552485
3390914,"Maintain (Standard)",-0.0131395786426441,-0.723859387423264
3390918,"Maintain (Standard)",-0.0167075301959032,-0.14502136210044
3390922,"Maintain (Standard)",-0.0172656611185706,-0.550429276460032
3390930,"Maintain (Standard)",-0.0150428328476323,-0.429924162785332
3390938,"Maintain (Standard)",-0.0167797413158955,-0.115444620253361
3390942,"Maintain (Standard)",-0.0155529469395184,-0.0150863585313328
3390946,"Maintain (Standard)",-0.0149527551449478,-0.641323668166809
3390950,"Maintain (Standard)",-0.0163781436759296,-0.378171337477214
3390958,"Maintain (Standard)",-0.0144225996784045,-0.185474631864282
3390974,"Maintain (Standard)",-0.0190855005834772,-0.488397959931183
3391010,"Maintain (Standard)",-0.0154967910407799,-0.0365724268562406
3391022,"Protect (High Value, Negative Sensitivity)",-0.0197389572800716,-2.32761784246605
3391026,"Maintain (Standard)",-0.0122686847137961,-0.502034578488534
3391030,"Maintain (Standard)",-0.0155380537585447,-0.118244589102525
3391034,"Maintain (Standard)",-0.0181978334904735,-0.488975785889023
3391054,"Maintain (Standard)",-0.0101150345778026,-0.535287629857312
3391058,"Maintain (Standard)",-0.0155200425383451,-0.00807042211993945
3391062,"Maintain (Standard)",-0.0178896487564207,-0.221652748092053
3391070,"Maintain (Standard)",-0.0181758783938534,-0.601076298484733
3391074,"Maintain (Standard)",-0.0158864799025555,-0.196515756394611
3391078,"Maintain (Standard)",-0.0144895577542645,-0.163297315890561
3391086,"Maintain (Standard)",-0.0155662316024629,-0.145699927799052
3391094,"Maintain (Standard)",-0.0157154585494559,-0.0165012314769287
3391102,"Maintain (Standard)",-0.0160437451672677,-0.162844013447767
3391110,"Maintain (Standard)",-0.017700444911351,-0.584468690972811
3391126,"Maintain (Standard)",-0.01641106379405,-0.306558671672854
3391130,"Maintain (Standard)",-0.0177575816234075,-0.170472783584712
3391138,"Maintain (Standard)",-0.0160905633185057,-0.0352383336675274
3391154,"Maintain (Standard)",-0.0159985375872269,-0.0284773969052638
3391174,"Maintain (Standard)",-0.0168355941931929,-0.199501791189335
3391178,"Maintain (Standard)",-0.0114111619864209,-0.602167018023431
3391182,"Maintain (Standard)",-0.0179993127046819,-0.154974082387311
3391198,"Maintain (Standard)",-0.0160546257119154,-0.253020901219787
3391214,"Maintain (Standard)",-0.0169585734572371,-0.226227369919543
3391222,"Maintain (Standard)",-0.0147637491230092,-0.056102246667435
3391238,"Maintain (Standard)",-0.0161037461417984,-0.0800356183247382
3391262,"Maintain (Standard)",-0.0184895918179839,-0.343166824141781
3391270,"Maintain (Standard)",-0.0173593436727096,-0.276707938142991
3391274,"Maintain (Standard)",-0.0157970701469847,-0.086883885808416
3391278,"Maintain (Standard)",-0.0157807784197143,-0.0151495472829257
3391282,"Maintain (Standard)",-0.0161503543217638,0
3391298,"Maintain (Standard)",-0.0191765605836368,-0.676165526179032
3391302,"Maintain (Standard)",-0.016155619509966,-0.278038211766514
3391306,"Maintain (Standard)",-0.0168591120215857,-0.10907845477966
3391310,"Maintain (Standard)",-0.0161298696099031,-0.687132445381872
3391326,"Maintain (Standard)",-0.0171562647488453,-0.174650775143245
3391330,"Maintain (Standard)",-0.0177233230684348,-0.213211576513271
3391346,"Maintain (Standard)",-0.0158045282097364,-0.381995446829328
3391350,"Maintain (Standard)",-0.0152755625669089,-0.0502566008451302
3391354,"Maintain (Standard)",-0.0183502459433217,-0.468848783851869
3391358,"Maintain (Standard)",-0.0172840261754865,-0.81390479260366
3391362,"Maintain (Standard)",-0.0169655679426738,-0.339989981571184
3391370,"Maintain (Standard)",-0.0160812856822637,-0.726391674267851
3391374,"Maintain (Standard)",-0.0179015557137042,-0.503033715555087
3391390,"Maintain (Standard)",-0.0182938402716619,-0.275322296088511
3391398,"Maintain (Standard)",-0.0164229076454943,-0.0819503091510163
3391406,"Maintain (Standard)",-0.0163436286581103,-0.0715850935225231
3391414,"Maintain (Standard)",-0.0163548454673899,-0.0685268025083635
3391422,"Maintain (Standard)",-0.016533332283929,-0.0694399955925018
3391430,"Protect (High Value, Negative Sensitivity)",-0.013091146319057,-1.04938628893561
3391434,"Maintain (Standard)",-0.0165369104292234,-0.279143048045291
3391438,"Maintain (Standard)",-0.018467349399372,-0.351433659070049
3391442,"Maintain (Standard)",-0.0165446832506121,0
3391446,"Maintain (Standard)",-0.0162781182703685,-0.0413464204067359
3391454,"Maintain (Standard)",-0.0161406537501451,-0.141069313776268
3391474,"Maintain (Standard)",-0.0154312529697253,-0.0702122010122503
3391478,"Maintain (Standard)",-0.0179302838420377,-0.176971901520912
3391486,"Maintain (Standard)",-0.016131158738166,-0.0921089163949276
3391490,"Maintain (Standard)",-0.0151620423488237,-0.0815717878366717
3391498,"Maintain (Standard)",-0.0176418652542702,-0.201470101203766
3391506,"Maintain (Standard)",-0.0154720778856679,-0.339612109590411
3391510,"Maintain (Standard)",-0.0152694341175086,-0.193005647245308
3391518,"Maintain (Standard)",-0.0141968871979456,-0.0695647472699336
3391522,"Maintain (Standard)",-0.016090537981037,-0.0563168829336295
3391534,"Maintain (Standard)",-0.0161375909630035,-0.385527048106155
3391554,"Maintain (Standard)",-0.0180003279748401,-0.51552939319942
3391562,"Maintain (Standard)",-0.0159364151573259,-0.180240855429356
3391566,"Maintain (Standard)",-0.0170385968656572,-0.136990318799884
3391570,"Maintain (Standard)",-0.0174858943803183,-0.223819448068075
3391582,"Maintain (Standard)",-0.0156417785577628,-0.0245575923356876
3391586,"Maintain (Standard)",-0.0151872565272154,-0.0159466193535761
3391594,"Maintain (Standard)",-0.0160246430399848,-0.0408628397519612
3391606,"Maintain (Standard)",-0.0175581621202202,-0.334482988390194
3391626,"Maintain (Standard)",-0.0138764215263249,-0.697290181697828
3391630,"Maintain (Standard)",-0.0170182649402537,-0.510547948207611
3391638,"Protect (High Value, Negative Sensitivity)",-0.0129002725943032,-1.82280851757504
3391642,"Maintain (Standard)",-0.0119202603600063,-0.485512204463057
3391646,"Maintain (Standard)",-0.0130651987895739,-0.371051645623898
3391650,"Maintain (Standard)",-0.0171694415535028,-0.515083246605084
3391654,"Protect (High Value, Negative Sensitivity)",-0.0177921038518075,-1.6616045787203
3391658,"Protect (High Value, Negative Sensitivity)",-0.0138073845366368,-1.08360353843526
3391662,"Maintain (Standard)",-0.0146715257947053,-0.315437804586163
3391674,"Maintain (Standard)",-0.0157796650188367,-0.6551716915821
3391678,"Protect (High Value, Negative Sensitivity)",-0.0179348919444952,-1.67547760545474
3391686,"Maintain (Standard)",-0.0167385028650655,-0.33477005730131
3391694,"Protect (High Value, Negative Sensitivity)",-0.0198591187643605,-1.84034453589329
3391714,"Maintain (Standard)",-0.0138431767457335,-0.743655454780804
3391718,"Protect (High Value, Negative Sensitivity)",-0.0154691507708833,-0.983683297520472
3391722,"Protect (High Value, Negative Sensitivity)",-0.0178083691585417,-7.17000559061205
3391734,"Maintain (Standard)",-0.0160059947114184,-0.786854700013331
3391738,"Protect (High Value, Negative Sensitivity)",-0.0120896125101239,-0.767085913767364
3391742,"Protect (High Value, Negative Sensitivity)",-0.0208454481743102,-4.53596952272989
3391750,"Protect (High Value, Negative Sensitivity)",-0.0147945829088287,-2.3517468991874
3391762,"Protect (High Value, Negative Sensitivity)",-0.0160973389449198,-1.1743008760319
3391766,"Protect (High Value, Negative Sensitivity)",-0.0149189897786713,-1.8975463099492
3391786,"Maintain (Standard)",-0.0156262593953361,-0.831942050207696
3391790,"Protect (High Value, Negative Sensitivity)",-0.0200403635848234,-2.32768823037724
3391794,"Maintain (Standard)",-0.0124246293950027,-0.534756049160918
3391802,"Protect (High Value, Negative Sensitivity)",-0.0123221462890479,-0.933402581395381
3391806,"Protect (High Value, Negative Sensitivity)",-0.0171662895598228,-1.1329751109483
3391818,"Protect (High Value, Negative Sensitivity)",-0.0195237186226913,-2.94124821050845
3391822,"Maintain (Standard)",-0.0152028262878906,-0.460037523471571
3391826,"Protect (High Value, Negative Sensitivity)",-0.0128377297275548,-1.28377297275548
3391830,"Protect (High Value, Negative Sensitivity)",-0.0140444418703619,-1.29644242905311
3391850,"Protect (High Value, Negative Sensitivity)",-0.0125860815984938,-0.887318752693816
3391870,"Protect (High Value, Negative Sensitivity)",-0.0134170126114009,-0.950461173391638
3391874,"Protect (High Value, Negative Sensitivity)",-0.0165806856621098,-1.5710199664849
3391886,"Protect (High Value, Negative Sensitivity)",-0.0160850281484516,-2.64132247225723
3391906,"Maintain (Standard)",-0.0158093841670349,-0.164417595337163
3391910,"Protect (High Value, Negative Sensitivity)",-0.0066487253653438,-0.720056957066734
3391914,"Protect (High Value, Negative Sensitivity)",-0.0104108199249178,-0.663377445615762
3391918,"Protect (High Value, Negative Sensitivity)",-0.0145584987350518,-1.138037846119
3391922,"Protect (High Value, Negative Sensitivity)",-0.018443616749452,-1.43767992561978
3391926,"Protect (High Value, Negative Sensitivity)",-0.0165288044778426,-2.82378095699462
3391930,"Maintain (Standard)",-0.0165069999118333,-0.648394956536812
3391938,"Maintain (Standard)",-0.0170611191812809,-0.341222383625619
3391950,"Protect (High Value, Negative Sensitivity)",-0.0148581606172967,-1.13546063437381
3391958,"Maintain (Standard)",-0.014275624929654,-0.203998680244756
3391966,"Protect (High Value, Negative Sensitivity)",-0.0118310716154661,-1.15258299677871
3391970,"Protect (High Value, Negative Sensitivity)",-0.000944979893964224,-0.0713270823964196
3391978,"Maintain (Standard)",-0.0145289991912704,-0.743739468601132
3391982,"Maintain (Standard)",-0.0140581134410334,-0.432286988311778
3391990,"Protect (High Value, Negative Sensitivity)",-0.0172907436472851,-2.57926022986552
3391994,"Protect (High Value, Negative Sensitivity)",-0.0171322725567644,-7.02286116646887
3392002,"Maintain (Standard)",-0.0172776215116771,-0.172776215116771
3392010,"Maintain (Standard)",-0.0166541934203723,-0.534932692662357
3392018,"Maintain (Standard)",-0.0114497487849607,-0.531153846134329
3392022,"Maintain (Standard)",-0.0178927967820718,-0.350519888960786
3392026,"Protect (High Value, Negative Sensitivity)",-0.0139867536468201,-1.07474215022165
3392030,"Protect (High Value, Negative Sensitivity)",-0.0152948059956531,-1.29837608097099
3392050,"Maintain (Standard)",-0.0171185025892504,-0.342370051785008
3392058,"Maintain (Standard)",-0.0125668604913097,-0.308139419246913
3392074,"Protect (High Value, Negative Sensitivity)",-0.0146383751062247,-1.07079713902034
3392090,"Maintain (Standard)",-0.0125197968467911,-0.489023264835662
3392102,"Protect (High Value, Negative Sensitivity)",-0.0178714137581156,-1.89383371594751
3392106,"Protect (High Value, Negative Sensitivity)",-0.0193636104149325,-2.99981052548134
3392118,"Maintain (Standard)",-0.018123040489735,-0.278732362732124
3392122,"Maintain (Standard)",-0.0173869765295258,-0.359562674630594
3392130,"Protect (High Value, Negative Sensitivity)",-0.0191393619980462,-3.07780080290581
3392146,"Protect (High Value, Negative Sensitivity)",-0.0197769388690308,-6.29163756240476
3392154,"Maintain (Standard)",-0.013821840078506,-0.804983966172192
3392162,"Protect (High Value, Negative Sensitivity)",-0.0150413402999613,-1.09907073571817
3392170,"Maintain (Standard)",-0.0125502216366032,-0.642320343361353
3392174,"Protect (High Value, Negative Sensitivity)",-0.0153558860515322,-1.24751218282648
3392182,"Protect (High Value, Negative Sensitivity)",-0.0145130518324035,-1.11823064368669
3392190,"Maintain (Standard)",-0.0180036584161757,-0.391939643720145
3392198,"Maintain (Standard)",-0.0165937746641004,-0.416171868575639
3392222,"Maintain (Standard)",-0.016003338352401,-0.212044233169314
3392226,"Maintain (Standard)",-0.0146396447957267,-0.695383127797016
3392234,"Maintain (Standard)",-0.0176378268246336,-0.622615286909564
3392254,"Maintain (Standard)",-0.0160577258051205,-0.960573157662308
3392266,"Protect (High Value, Negative Sensitivity)",-0.0136009687251198,-0.893175616178618
3392270,"Maintain (Standard)",-0.0164229823696153,-0.0862206574404801
3392278,"Maintain (Standard)",-0.015939118726415,-0.497300504264147
3392282,"Maintain (Standard)",-0.0171652183019956,-0.767628562465242
3392298,"Protect (High Value, Negative Sensitivity)",-0.0149157808046011,-1.38955413975664
3392330,"Protect (High Value, Negative Sensitivity)",-0.0188297117821524,-1.37569874280405
3392338,"Protect (High Value, Negative Sensitivity)",-0.00968277200460062,-0.80928608414452
3392342,"Maintain (Standard)",-0.012448518460566,-0.656783833979465
3392362,"Maintain (Standard)",-0.0168728173116239,-0.257310464002265
3392374,"Maintain (Standard)",-0.0134580657332508,-0.376556679216358
3392386,"Maintain (Standard)",-0.0126179510316733,-0.724396568728365
3392398,"Protect (High Value, Negative Sensitivity)",-0.0140231478700267,-0.875465121525767
3392402,"Protect (High Value, Negative Sensitivity)",-0.0170092673853228,-2.19402540003278
3392406,"Maintain (Standard)",-0.0179817658719809,-0.297058772205124
3392418,"Maintain (Standard)",-0.0185556192016462,-0.575966420019097
3392422,"Maintain (Standard)",-0.0177707998698469,-0.207562942479812
3392442,"Maintain (Standard)",-0.0117422395760115,-0.615293353783004
3392450,"Maintain (Standard)",-0.0132628804135734,-0.537809800770403
3392454,"Maintain (Standard)",-0.012912495146443,-0.65195187994391
3392462,"Maintain (Standard)",-0.0160489023566091,-0.25902928403567
3392470,"Protect (High Value, Negative Sensitivity)",-0.0133405175962135,-1.36153322586955
3392486,"Maintain (Standard)",-0.0138850250406806,-0.147875516683249
3392494,"Maintain (Standard)",-0.0144001229419898,-0.762630511007777
3392498,"Maintain (Standard)",-0.0148308275119851,-0.304328580545935
3392502,"Protect (High Value, Negative Sensitivity)",-0.0188279796423478,-2.91174705168908
3392514,"Maintain (Standard)",-0.0160123817885746,-0.662592358411218
3392518,"Protect (High Value, Negative Sensitivity)",-0.0143072331634216,-1.01939036289379
3392522,"Maintain (Standard)",-0.0126117346395144,-0.489461421359554
3392526,"Protect (High Value, Negative Sensitivity)",-0.0141274623684671,-2.16800037506496
3392546,"Protect (High Value, Negative Sensitivity)",-0.0141152850633911,-1.11030832308634
3392550,"Protect (High Value, Negative Sensitivity)",-0.011862491118766,-0.922308684484056
3392570,"Maintain (Standard)",-0.0157181161495238,-0.710773212281466
3392574,"Maintain (Standard)",-0.0144576877816736,-0.40929714109918
3392578,"Maintain (Standard)",-0.0171321372151441,-0.510023724894839
3392594,"Protect (High Value, Negative Sensitivity)",-0.0127882834190085,-1.04441910683043
3392606,"Maintain (Standard)",-0.0178579619614105,-0.648065439579587
3392614,"Maintain (Standard)",-0.015352280132205,-0.761166048954722
3392622,"Protect (High Value, Negative Sensitivity)",-0.0103939931308525,-1.76074243636642
3392630,"Protect (High Value, Negative Sensitivity)",-0.0186511846729825,-4.39235399048738
3392642,"Protect (High Value, Negative Sensitivity)",-0.0159394032623774,-1.17840008318756
3392646,"Protect (High Value, Negative Sensitivity)",-0.0168959811211707,-2.20171529989976
3392654,"Maintain (Standard)",-0.0146211355498276,-0.219901878669408
3392686,"Protect (High Value, Negative Sensitivity)",-0.0149390727272759,-1.20931793727299
3392690,"Maintain (Standard)",-0.0157742207532285,-0.57355066658739
3392710,"Maintain (Standard)",-0.0189587207093105,-0.506008255731498
3392714,"Maintain (Standard)",-0.0162045194565685,-0.502016012764491
3392726,"Protect (High Value, Negative Sensitivity)",-0.0204648715504303,-2.02704552707012
3392730,"Maintain (Standard)",-0.0168976195741465,-0.525346992560216
3392734,"Protect (High Value, Negative Sensitivity)",-0.0194216957752285,-1.82097819588542
3392746,"Maintain (Standard)",-0.0175831430646363,-0.504460374524416
3392770,"Maintain (Standard)",-0.0176564575731539,-0.634749649754882
3392774,"Maintain (Standard)",-0.0155486865088765,-0.470658740623693
3392778,"Maintain (Standard)",-0.0165774484881532,-0.738359555662343
3392790,"Maintain (Standard)",-0.0114211611032287,-0.578481809878533
3392794,"Protect (High Value, Negative Sensitivity)",-0.0133350634538832,-1.66808308744625
3392798,"Protect (High Value, Negative Sensitivity)",-0.0189688769707758,-1.58143527305358
3392814,"Maintain (Standard)",-0.0174608132512947,-0.529062641514229
3392830,"Maintain (Standard)",-0.0160066606500172,-0.250024039353269
3392834,"Maintain (Standard)",-0.0162627305396552,-0.182793091265725
3392838,"Maintain (Standard)",-0.0183831155263047,-0.412884774720804
3392842,"Maintain (Standard)",-0.0146976530156786,-0.20944155547342
3392854,"Maintain (Standard)",-0.0179292310168677,-0.268938465253015
3392858,"Maintain (Standard)",-0.0174948629906521,-0.262422944859781
3392878,"Maintain (Standard)",-0.0178792216207285,-0.270512623121623
3392890,"Maintain (Standard)",-0.0166344582043291,-0.292101086068019
3392894,"Maintain (Standard)",-0.0181630585186485,-0.479323114307135
3392906,"Protect (High Value, Negative Sensitivity)",-0.0186739452716088,-1.91389265088718
3392910,"Maintain (Standard)",-0.0165572376279368,-0.949226433209618
3392918,"Maintain (Standard)",-0.0178144355144585,-0.30694272391412
3392922,"Maintain (Standard)",-0.0182492464366834,-0.602955102268018
3392958,"Protect (High Value, Negative Sensitivity)",-0.01454162863477,-1.42842418079346
3392966,"Maintain (Standard)",-0.0164873485955443,-0.306499810391169
3392986,"Maintain (Standard)",-0.017548008523856,-0.263220127857839
3393002,"Maintain (Standard)",-0.0158326531678692,-0.667504657557367
3393006,"Maintain (Standard)",-0.0161709397479872,-0.0808546987399361
3393014,"Protect (High Value, Negative Sensitivity)",-0.0170004117728489,-1.28030101061325
3393018,"Maintain (Standard)",-0.0174791421734697,-0.262187132602046
3393026,"Maintain (Standard)",-0.0149324598903766,-0.447973796711299
3393030,"Maintain (Standard)",-0.0117347175493087,-0.615485935461244
3393038,"Maintain (Standard)",-0.00958093838669752,-0.145821882245536
3393046,"Maintain (Standard)",-0.011955912378501,-0.67849802747993
3393054,"Maintain (Standard)",-0.0166165214109593,-0.913908677602763
3393074,"Maintain (Standard)",-0.0172138198878338,-0.266986346460302
3393082,"Maintain (Standard)",-0.0136575640224526,-0.20486346033679
3393094,"Maintain (Standard)",-0.0178705954544166,-0.274849758088927
3393102,"Maintain (Standard)",-0.0185891660555928,-0.609166971641776
3393106,"Maintain (Standard)",-0.0127726660854435,-0.194272251159596
3393110,"Maintain (Standard)",-0.0178927967820718,-0.268391951731077
3393114,"Maintain (Standard)",-0.0107320138166454,-0.36199082603545
3393126,"Maintain (Standard)",-0.0144192402314798,-0.432577206944395
3393130,"Maintain (Standard)",-0.0148594878972871,-0.260338227960469
3393134,"Maintain (Standard)",-0.0180913609808491,-0.366350059862194
3393138,"Maintain (Standard)",-0.0201235024081601,-0.329019264373417
3393146,"Maintain (Standard)",-0.0160459861405818,-0.355579052875294
3393174,"Maintain (Standard)",-0.0153428068472928,-0.237046365790674
3393178,"Maintain (Standard)",-0.0181047375138462,-0.3836393879184
3393182,"Maintain (Standard)",-0.0176090428322396,-0.285266493882282
3393186,"Maintain (Standard)",-0.0166977155814655,-0.252636436747573
3393202,"Maintain (Standard)",-0.0177817954626767,-0.415027106098875
3393206,"Protect (High Value, Negative Sensitivity)",-0.019558307574536,-3.22888099748015
3393210,"Maintain (Standard)",-0.0123888569704068,-0.537056949667137
3393226,"Maintain (Standard)",-0.0159601541607539,-0.243392350951497
3393242,"Protect (High Value, Negative Sensitivity)",-0.0161721980774209,-1.45549782696788
3393250,"Maintain (Standard)",-0.0160140330465492,-0.286811331863697
3393262,"Protect (High Value, Negative Sensitivity)",-0.0157911485922458,-1.1756510126927
3393266,"Protect (High Value, Negative Sensitivity)",-0.0186033795744242,-2.32170177088814
3393270,"Maintain (Standard)",-0.0127219709321807,-0.449085573905977
3393306,"Protect (High Value, Negative Sensitivity)",-0.0150231579314345,-1.06919814998019
3393314,"Maintain (Standard)",-0.0182103347919569,-0.38442016745821
3393334,"Maintain (Standard)",-0.0182006713263374,-0.375843862888867
3393338,"Maintain (Standard)",-0.0100754324723951,-0.17823440043667
3393346,"Maintain (Standard)",-0.0175615765834543,-0.247969461358375
3393350,"Maintain (Standard)",-0.0162988049204819,-0.244482073807228
3393370,"Maintain (Standard)",-0.0181566425689673,-0.274710002068475
3393378,"Maintain (Standard)",-0.0164096639501515,-0.248278215565793
3393382,"Protect (High Value, Negative Sensitivity)",-0.00989822491846544,-1.15066864677161
3393394,"Protect (High Value, Negative Sensitivity)",-0.0159419747442502,-2.09031172846608
3393410,"Maintain (Standard)",-0.0183427114959049,-0.284678882416444
3393418,"Protect (High Value, Negative Sensitivity)",-0.0149462833093458,-0.911723281870096
3393430,"Protect (High Value, Negative Sensitivity)",-0.0121919490827608,-0.787112232783038
3393434,"Maintain (Standard)",-0.0162988049204819,-0.244482073807228
3393438,"Maintain (Standard)",-0.0109915166780323,-0.285339772961718
3393446,"Maintain (Standard)",-0.0175885878844054,-0.175885878844054
3393450,"Protect (High Value, Negative Sensitivity)",-0.00896938074565984,-1.24647484222435
3393462,"Maintain (Standard)",-0.0183808660064781,-0.643146501566668
3393466,"Maintain (Standard)",-0.0182288039721,-0.261036472880472
3393474,"Maintain (Standard)",-0.0161659020600506,-0.537192925455481
3393478,"Maintain (Standard)",-0.016801384996682,-0.377023079325544
3393482,"Maintain (Standard)",-0.0150536605758704,-0.741091710150099
3393486,"Maintain (Standard)",-0.0190233176490189,-0.714515810897151
3393490,"Maintain (Standard)",-0.0180121407169397,-0.540184100101023
3393498,"Maintain (Standard)",-0.0167222278217892,-0.537619624470524
