"DroppedBlockedCalls","CustomerCareCalls","OverageMinutes","MonthlyRevenue","MonthlyMinutes","PercChangeMinutes","PercChangeRevenues","MonthsInService","CreditRating_num","Churn_flag"
4,1,214,104.73,626,-144,2.1,9,2,1
11,8,20,50.98,458,198,0.2,11,4,0
4.7,0,0,31.38,154,-41,-0.3,11,5,1
2.7,0,0,54.51,161,54,-0.5,9,5,0
0,0,0,27.36,0,0,-7.4,11,2,1
28.7,0.7,279,163.67,1202,124,-41.5,7,3,1
12.3,8.7,13,119.33,1069,-77,-28,11,5,0
59,0,0,15.73,713,-143,0.2,7,3,1
39.3,7.7,371,200.67,2187,-284,-53.7,11,2,0
26,0.3,210,162.77,1561,-1193,-73.8,11,7,1
1.7,0.3,0,36.24,66,-22,-6.2,7,3,1
3.7,0,0,49.99,105,-51,0,7,3,0
7,0,0,34.99,193,204,0,11,2,1
21.7,0.7,27,28.29,424,-424,-28.3,7,5,0
6.3,4,109,82.17,824,-32,-5.8,9,4,0
83,12.7,295,197.8,1848,-1750,-122.8,7,5,1
15,0,0,49.99,280,-66,0,7,2,0
0.7,0,23,23.73,184,120,26.8,11,2,1
28.3,6.3,0,75.98,906,52,0,11,5,0
1.7,0,21,29.13,92,10,10.8,11,2,0
7.7,22,2,56.77,1106,-430,-2.1,7,5,0
7,0,59,67.51,420,-153,-18.6,11,3,1
7.7,0,106,48.15,569,65,30.7,7,4,1
46.7,25,222,184.26,2122,-138,-59.4,11,4,0
12.7,7.7,71,57.75,1290,-1290,-94.5,7,5,0
3.7,0,169,109.64,639,-148,-30.3,11,2,1
35,6.7,0,50.99,872,-252,-1,9,5,0
22.3,5.3,137,117.28,1738,1094,111.9,11,7,0
2,6,48,73.38,372,-328,-29.4,7,5,0
26.3,32.3,0,54.67,1122,446,2,7,5,0
3,10.3,55,34.73,465,-465,-34.7,11,5,0
8,0,66,95.15,633,-260,-24.2,11,2,1
12.3,0.3,78,91.39,757,-100,-31.4,9,2,0
6,3.3,0,59.99,206,34,0,9,2,0
9.7,5.7,266,151.54,1552,96,-39.1,7,3,0
6,0,0,37.49,511,-59,-2.5,9,2,0
15.7,51.3,3,57.92,2019,43,-1.7,7,5,0
8,0,13,45.82,105,-25,-13.8,7,2,0
24,7.3,0,92.5,1553,-364,-1.7,9,4,1
15.3,1.7,215,125.55,973,-973,-125.5,9,4,0
5.3,0.3,1,50.38,309,-141,-0.4,7,5,0
0,0,0,9,0,0,0,7,2,0
15,18.3,79,90.23,1285,222,-0.9,7,4,0
0,1.7,0,50.76,85,209,-8,7,3,0
4.7,0,0,45.38,257,-39,0.6,9,3,0
12.7,6.7,66,59.8,512,-188,37.7,11,4,1
2,1.3,0,35.15,334,10,-0.2,7,2,0
30,5.3,22,45.14,1112,-1033,-93.9,7,7,0
7.3,2.3,80,78.19,976,935,75.3,11,3,1
10.3,6.7,54,73.64,575,-175,-35.1,7,2,0
15.7,7.3,186,111.38,682,-12,0.8,9,7,0
38.7,17.7,22,99.87,1237,905,41.9,11,5,0
4.7,0,0,50.34,391,67,-0.3,11,2,1
10,2.7,14,55.59,648,-136,-4.8,11,2,0
94,15.3,216,136.29,2272,216,-86.3,7,7,0
11,0,32,89.09,1039,316,39.4,7,3,0
40,9.3,296,159.19,1559,-1559,-105.2,7,5,0
26.7,0,22,46.84,710,-190,-11.8,9,2,0
4,0,0,53.56,200,24,-11.1,9,2,0
6,0,0,38.99,179,-60,0,9,4,0
3,18.7,149,132.5,1210,-821,-43.5,11,5,0
1,0,0,29.99,34,28,0,11,2,0
9,2.3,199,104.99,542,-404,-107.9,9,4,0
7,0.3,0,31.46,180,-28,-1.5,9,2,0
12.3,2,146,98.25,861,-102,-20.5,11,2,1
0,1.7,0,11.55,77,-77,-11.6,7,5,0
15.3,1.7,269,151.7,2404,-77,-38.9,11,4,1
5,0,0,30.48,146,-14,1.5,11,2,1
0.7,0.3,3,63.69,28,10,-2.1,7,2,0
11,3.7,89,83.19,964,1199,99.6,9,7,0
0,0,0,9.4,38,-38,-0.4,7,4,0
1,0,0,35.42,177,47,0.5,9,2,0
56.7,0,3,51.31,447,553,1.4,7,4,0
2,0,10,60.1,302,-114,-15.1,11,3,1
7,0,0,29.99,5,-5,0,9,2,0
10.3,1.3,24,72.08,694,24,14.9,11,3,0
20.3,4.7,13,56.81,953,-312,-5.8,7,4,0
67.7,4.3,20,103.24,1610,310,18.1,7,4,0
15,9.7,2,83.35,598,-358,-43.4,11,2,1
11,15.7,2,50.98,1033,-906,-96.9,11,5,0
7.7,0,0,36.48,232,-230,-1.5,11,4,1
7,7,20,68.21,574,-223,-8.2,7,2,0
2,0,34,21.56,631,93,-4.8,9,1,0
1.3,0,0,10.29,44,6,-0.3,9,2,0
1.7,0,0,57.6,100,82,22.8,7,2,0
2.7,0,0,50.96,64,-64,-1,7,2,1
12.3,2.7,78,61.7,501,-232,-11.7,9,5,0
11.3,0.3,0,95.24,1002,-24,0.7,9,2,0
0,0,0,10.09,16,-6,-0.1,11,2,0
6.3,1.3,79,61.74,256,-82,-31.7,9,4,0
10.3,0,207,149.4,924,-571,-70.4,11,2,0
8,2.7,32,63.33,747,-145,-12.4,7,5,0
23.7,8,0,50.69,1018,60,1.1,7,3,0
0,0,0,19.86,0,0,0.1,11,2,1
4.7,0.3,137,91.17,512,68,27.4,11,3,0
0.7,1.7,0,20.41,68,56,1.3,7,3,0
6.7,0,11,40.09,217,-117,-5.1,7,2,0
22.7,3.3,14,48.37,885,621,1.6,7,5,0
6.3,0,35,36.18,430,-197,-26.2,7,6,0
1,0.7,0,52.99,54,1,0,11,2,1
6.7,0,0,62.23,296,170,21.3,7,5,0
6.7,0,0,37.98,132,-132,-3,11,7,1
1.3,0,0,75.47,94,-79,-13.5,11,2,1
14.3,1.7,168,118.97,1286,-578,-66,11,2,0
4,0,0,34.99,149,17,0,11,3,1
18,0.3,24,63.68,626,568,29.1,9,2,0
0.7,0,0,14,106,76,0,11,2,0
12.7,3,0,55.13,497,84,-1,11,4,0
3,0,18,60.34,195,95,21.3,7,2,0
12.3,9,0,34.99,807,-103,0,9,2,0
2,0,0,10,231,55,0,7,1,0
8.3,0.3,290,194.74,786,179,27.3,7,3,0
0,0,18,17.85,95,123,22,11,2,1
12.7,0,8,58.28,726,-94,-4.3,9,4,0
10.3,4.7,9,22.26,260,20,-11.9,7,4,1
2.7,0,2,36.24,611,-101,-1.2,9,2,0
9,0,0,50.24,477,35,0.7,11,3,0
40.7,0,187,114.06,984,541,130.7,11,2,1
5.3,0.3,45,53.09,382,61,20.7,11,3,0
2.7,0,6,12.3,60,-20,-2.3,7,2,0
0,0,0,11.48,167,-117,-0.5,11,2,1
11.7,0.7,91,86.42,1069,1046,112.5,11,5,0
4.7,0.7,0,44.99,288,-288,0,11,6,1
12,0,105,95.31,832,-225,-43.3,9,2,0
5.3,0,0,60.24,889,-20,-0.2,11,2,1
2,2,46,48.83,227,21,8.4,9,2,0
15.7,3.7,134,106.71,779,453,56.9,9,4,0
3.7,3.7,28,28.9,296,-22,30.3,7,2,0
1,7.7,6,45,373,66,60.3,7,5,0
6.3,14.3,143,92.19,1293,425,150,11,2,1
11.7,39.7,21,67.21,1304,-334,-9.3,7,3,0
1.7,0,136,90.64,513,-431,-55.6,9,3,0
4.7,0,0,36.15,139,86,0.5,7,3,0
10.7,2.3,10,58.87,689,-386,-0.5,7,4,1
0.3,0.3,0,41.69,255,-245,-6.7,9,3,0
18.7,14.3,15,56.98,1447,462,-6,11,2,0
38.7,10,155,97.31,1616,206,22,11,5,1
31,13.3,5,53.12,807,324,3.3,9,2,1
2.3,5.3,1,40.43,494,-43,0,11,5,0
0.3,0,0,29.25,90,18,4.9,11,3,0
10,0,28,46.29,386,120,26.7,7,2,0
2,0,0,38.99,38,21,0,9,2,0
27.3,1.3,0,87.7,511,-91,-6.1,7,4,0
12,2.7,9,39.16,600,-166,-4.2,9,2,1
1.3,0,0,84.99,663,-3,0,11,2,1
0.7,0.3,0,50.24,350,141,0.7,7,4,1
17,3,163,147.72,1525,-28,-21.7,11,2,0
6.7,0,9,36.97,277,-66,-6.2,11,2,1
6.7,0,80,42,490,-136,-28,11,2,1
9.7,3.3,15,62.66,534,-107,-7.7,9,5,0
0,0,0,39.28,16,-8,-0.3,11,2,1
2.3,0,5,11.66,43,-24,-1.7,7,2,0
18.3,2.7,196,193.62,1507,1187,156.8,9,2,0
0,1.7,7,45.37,120,-50,8.6,7,3,0
10.7,0,54,71.89,522,246,55.7,11,3,1
1.3,6.7,1,23.47,140,-140,-23.5,9,7,0
5.3,2.7,0,34.99,442,-96,0,11,2,1
3.7,0,0,49.99,94,46,0,7,2,0
3,2.7,0,34.99,271,156,0,9,2,0
37,0,820,356.87,2845,-576,-189.4,11,4,0
8.7,0,0,50.24,110,-52,-0.2,9,3,0
0,0,0,41.23,508,-93,0.7,9,2,0
8.7,22.7,82,97.57,1461,-144,-35.6,11,6,0
24,2.7,0,56.8,1122,-13,0.5,7,2,0
1,0,0,90.15,323,-43,-0.2,11,2,0
7.3,4,0,69.14,728,9,21.6,11,5,0
1.3,0,0,26.64,67,-65,-22.4,9,1,1
31,4,7,64.92,532,199,-1.5,7,4,0
14.3,0,19,22.94,383,-89,-12.9,9,2,0
0,0,0,9.11,10,8,-4.3,11,4,0
13.3,5.3,0,42.68,938,-365,2.3,11,2,1
12.7,4,19,56.96,548,-548,-57,11,4,0
72.7,0.3,211,141.97,936,652,119.1,7,2,0
9.7,2.7,26,64.84,890,256,0.4,9,4,0
0.7,0.3,0,19.91,33,-12,0.1,9,2,0
21,35.3,114,109.19,1758,84,-30.2,7,5,1
4.3,4,12,56.2,361,-66,-3.2,7,4,0
11.7,0,95,47.9,491,38,1.3,9,3,1
3.7,3.7,3,46.18,760,48,-2.2,11,3,0
5.7,2,13,56.44,1084,-17,-2.3,9,5,0
2.7,0,146,84.01,947,348,-18.3,11,3,1
16,13,1,54.09,1239,106,1,7,5,0
2,0,0,34.99,71,-12,0,11,3,1
11.3,0,0,29.99,99,7,0,9,2,1
2.7,0,0,10.32,204,30,1,9,1,0
1.3,0,0,60.95,148,-40,-1,11,4,0
11.3,0,159,94.89,1086,403,139.6,7,3,0
6,0,0,49.99,112,26,0,7,2,1
16,0.7,0,154.71,973,-20,-1.7,11,4,0
2,1.3,0,29.99,25,-9,0,11,6,1
23.3,18,465,166.57,1907,-641,-130.6,11,3,1
2.3,0.3,0,28.61,117,-59,6.4,7,2,1
21.3,0,0,70.09,402,-218,-0.1,9,7,0
35,4,939,442.88,2870,362,113.1,7,3,0
38.7,1.7,75,131.9,1712,-427,-47.9,9,2,0
3.3,2.7,0,49.99,268,-18,0,11,1,1
35,2.3,376,199.69,1926,-82,16,7,4,0
6.3,0,80,69.09,603,-107,-21.6,11,3,0
0.3,0,0,19.99,10,-4,0,9,2,1
10,7,35,132.02,781,169,-98.1,11,5,0
6.3,0,0,10.32,219,133,-0.3,7,3,0
1.3,0,0,10.25,36,-14,-0.2,11,2,0
7,0.3,42,109.39,381,101,-49.4,9,2,0
2.7,0,13,17.56,115,-16,8.5,11,6,0
3.7,0,60,61.76,353,-1,8.2,11,3,1
4.7,0,17,56.62,434,212,0.8,11,2,0
14.3,0,98,89.19,1863,-572,-39.2,9,1,0
2.7,0,54,58.37,521,-78,-22.4,7,2,0
6,0,0,50.28,275,-183,0.9,7,2,0
0.3,2.7,0,30.25,104,-28,-0.3,9,2,0
41.7,8,12,57.59,1060,990,12.7,11,7,0
1.7,0.3,18,59.42,762,-18,19.4,10,2,0
17.7,28.3,89,69.84,987,337,141.5,9,4,1
20.3,4.3,233,157.29,1128,-35,-25.9,11,5,1
2.7,0,2,35.58,333,211,-0.6,9,2,0
15.3,0,0,32.23,454,-454,-72.9,7,7,0
8.3,0.7,195,142.5,864,-255,-78,7,3,0
15.7,11.7,105,82.06,1126,-330,-27.3,7,4,0
7.3,1.7,22,53.82,817,201,17.9,7,2,0
18,0,0,37.74,550,-504,-37.7,9,3,1
7.7,1.7,72,73.79,1049,915,73.2,11,5,1
26.3,1.7,171,152.02,1739,291,23.8,7,1,0
0.3,0,32,48.28,293,107,38.3,7,2,0
10.3,5,13,45.03,344,-122,-5,9,5,1
46,10,94,91.69,1322,-650,-37.7,7,5,0
2,0,52,31.87,381,70,9.3,11,2,1
1.7,0,74,64.92,982,292,63.1,11,1,0
18.3,2.3,31,71.13,1087,-146,-5.9,9,2,0
12,0,545,283.72,1217,-278,-81.2,9,2,0
2.7,0,0,34.99,111,-42,0,7,1,1
12,0,0,56.12,288,5,1.1,11,7,0
26.7,3.7,92,91.43,1006,-93,35.7,9,5,0
14.3,7.7,90,88.22,964,124,21.1,11,4,1
22.7,18.3,111,142.49,2384,372,47.1,9,2,0
4.7,0.3,0,38.99,230,-26,0,9,4,0
34.7,20.3,104,98.58,1331,480,-15,9,5,0
4,0,0,51.48,306,23,1.5,7,2,0
4,2.3,0,59.99,158,-19,0,9,2,0
35.3,7.7,192,205.91,2602,405,-40.4,11,5,0
2,1,0,60.17,352,-350,-39.9,7,2,1
36.7,5.7,46,73.23,1407,188,2.8,11,5,1
6.7,1,0,57.2,147,-58,-1.3,9,4,0
0,0,0,53.46,76,-36,-20.6,11,5,0
1.3,0,0,10.29,64,10,0.9,11,2,1
0,0,0,9.79,11,-11,0.2,11,2,1
7,0.3,119,105.04,774,-141,-30.5,7,4,0
13,0,38,65.39,967,125,31.8,7,5,0
0.7,0,6,12.2,101,29,2.6,11,2,0
9.3,1.3,0,51.23,331,172,1.7,7,4,0
18.3,0.7,0,92.22,766,-5,-3.2,9,5,0
1,0,0,10,322,74,0,9,2,1
0,0,0,12.45,32,20,-2.4,9,2,0
5.3,19.3,59,78.05,286,-286,-24.1,11,7,1
4,0,0,59.72,214,-30,-11.8,9,1,0
5.3,6.7,50,59.18,644,-110,-20.2,11,6,1
3.3,0,26,47.1,204,-45,-12.1,11,2,1
14.3,0,22,23.57,1240,10,12,9,1,0
12,14,38,73.36,1117,-15,-35,9,5,0
17.3,1.7,43,72.59,733,338,30,7,5,0
4.7,3,0,35.52,232,194,45.3,11,3,0
2,0,0,34.99,52,-14,0,11,3,0
2,0.3,1,36.48,249,6,-1.5,7,4,0
4,0,0,41.15,235,-21,-0.5,11,2,0
6.3,4,18,30.2,222,40,5.9,7,4,0
10,0,66,61.59,426,150,42.2,9,2,0
42.7,8,217,142.88,1967,-392,-54.3,11,2,1
3.7,0,51,37.75,663,-143,-27.7,9,2,0
8.7,0,0,50.24,341,34,0.7,11,2,0
46,18,161,160.23,2621,628,-3.2,7,2,1
4.7,0,128,178.74,1496,-1392,-53.7,11,6,1
6.7,5.3,55,51.59,916,-237,-14.1,11,7,1
23,7.7,168,122.33,1476,789,37.7,7,3,0
0.7,0,0,35.24,90,-28,-0.2,7,2,0
16,3,75,72.81,1365,217,-13.2,7,3,0
5,1.7,0,55.23,342,-175,-1.2,9,2,0
17,14.3,0,52.4,942,284,5.2,7,2,0
40.3,0.3,117,101.64,1154,738,76.2,11,4,1
9.7,0,3,62.7,138,14,2,9,2,0
6.7,1,0,63.51,361,193,30.2,7,2,1
12,1.3,6,14.45,169,-71,-40.6,9,5,0
3.3,1,0,35.48,278,66,1.5,9,2,0
4.3,21,82,61.9,562,-562,-61.9,11,5,0
3,0,0,39.24,76,0,-0.2,9,1,0
18.7,3,13,62.41,722,38,13.4,9,5,0
49.7,13,196,118.52,1691,19,-1.7,9,4,0
13,0,40,70.39,744,-147,-16.8,9,2,0
5.7,0,56,74.09,583,74,12.4,7,2,0
6.7,0,13,15.1,237,192,15.3,9,2,0
8,13.3,52,77.26,720,48,-8.3,9,5,0
82.3,5.3,0,59.97,547,-94,-1,9,5,0
47.7,4.3,2,99.19,1187,214,7.6,9,4,0
29.3,22.3,739,352.6,2193,-135,-45,9,4,0
29.3,6.7,10,39.73,1398,360,3.7,7,2,0
12,1.3,0,89.72,462,-68,-3.7,9,4,0
14.7,2.3,0,42.08,666,286,1.9,7,4,0
7.3,0,69,62.68,400,-308,-27.7,11,2,1
8,0,0,41.53,323,57,2.5,7,2,0
8,0.3,0,63.16,603,229,-7.8,7,3,0
12.7,5.3,8,38.27,661,-661,-47.9,7,5,0
8.3,0,18,43.48,432,218,19.5,7,4,0
30.7,0.7,262,119.12,477,-109,-16.5,7,3,0
7,4,4,50.67,569,-501,-102.3,9,5,0
4,3,6,38.67,465,259,0.5,11,5,1
18.3,14.7,0,50.1,546,-142,-0.1,9,3,0
0.3,0,0,50.14,24,38,0.4,9,2,0
39,9.3,98,145.01,1229,-57,-59.6,7,4,1
21.3,8.3,249,156.15,2061,47,5.4,11,5,0
15.3,0,36,64.54,924,332,43.6,11,5,0
11.7,1.3,92,126.44,1829,364,82.3,7,5,0
12.3,0.7,5,58.92,356,73,-4,7,4,0
37.3,2.7,230,88.11,1359,-30,-19.9,9,5,1
110,10.3,71,86.58,1658,2,-7.6,11,5,0
19,7,12,38.81,1764,-1346,-78.4,9,4,0
2.7,0,0,35.88,257,99,1.9,7,3,0
9.3,2,0,45.77,273,160,8.9,11,7,1
4,26.7,8,84.12,252,20,-44.1,9,5,1
5.7,0.3,0,37.7,219,-58,45.5,11,5,0
67.7,56.7,780,281.26,4884,-16,-8.6,9,5,0
10.3,8.7,102,53.14,476,-476,-3.1,11,5,1
12.3,1.7,56,55.03,922,612,53.5,7,4,0
74.7,23.7,40,113.03,2578,-358,-9,11,5,0
2.7,2.7,30,23.46,544,54,-10.3,11,3,0
10.3,0,0,53.99,507,72,0,7,1,0
13.3,1.7,22,39.8,198,-189,31.2,9,5,0
1.3,0,0,30.98,31,37,1,7,2,0
7.3,0,40,66.3,514,-64,-16.3,11,2,1
7,6.3,164,120.13,873,34,35.1,9,4,0
0,0,0,8.22,0,0,1.8,9,3,1
7.7,25,172,153.26,1798,-19,-42.3,11,5,1
3,0.3,19,49.23,382,741,26.1,9,5,1
5.3,2,0,52.26,372,-84,1.8,7,3,0
4.7,2,0,68.3,239,164,-4.1,7,2,0
0.7,0,0,35.34,188,5,-0.3,11,2,0
25,14.7,13,40.03,763,-153,-37.7,9,7,1
15.7,2,68,88.4,452,265,33.5,7,3,0
19.7,0,50,60.18,946,252,1.8,11,4,1
29,0,0,54.24,586,210,-0.2,7,4,0
37.3,2.7,21,44.14,1033,-84,-7.2,7,2,0
8.7,0,0,11.42,440,116,0.6,7,6,0
0.7,0,0,49.99,390,-325,0,11,2,1
0.7,0,0,89.48,268,53,0.5,11,2,1
10,13,6,84.8,1069,-19,-4.4,11,5,0
17.7,0.3,0,53.45,453,-61,1.5,9,2,0
2,0,1,35.38,145,-2,-0.4,11,2,0
1,1.3,0,35.48,236,22,0.5,11,2,0
0.3,0,0,34.99,372,139,0,7,3,0
30.7,1.7,145,129.39,1591,186,104.1,11,2,0
7.3,0,2,66.94,432,-166,-2.9,11,3,0
6.7,0.7,51,40.47,356,56,-26.5,7,6,0
8,0,23,39.17,879,448,17.9,11,3,0
1.3,1.3,10,30.13,243,-91,37.4,9,7,0
4.3,0,123,102.29,562,-16,-15.3,11,2,0
3,3,0,70.98,364,18,0,7,5,0
2,19.3,16,22.35,1026,-1026,-22.4,7,5,1
25,1.3,0,87.38,1214,-126,-8.4,7,3,0
10.7,0.3,12,42.99,381,218,18.1,11,7,0
2.7,4,0,29.99,162,10,0,9,2,0
2.7,0,0,53.99,160,-22,0,11,2,0
15,6,202,131.04,1026,-392,-80.1,11,2,0
8.3,1.3,0,33.54,181,-29,-4.3,7,2,0
2.3,2,76,67.44,697,-46,1.5,11,2,0
6.3,4.3,0,91.22,1416,210,-2.2,9,3,0
6.3,0,5,62.23,194,0,5.4,11,2,0
8.3,1,48,51.62,477,115,25.8,11,7,1
6,6.7,26,29.7,410,-410,-29.7,9,4,1
14,1.7,53,31.7,590,-537,-31.7,11,3,0
21,3.3,18,61.93,695,-335,-7.9,7,3,0
4,1.3,0,34.99,132,-36,0,11,5,0
56,0,0,49.99,430,-176,0,9,2,0
17.3,1.7,56,83.91,928,19,-6.3,7,4,0
9.7,2.3,19,45.94,515,326,15,7,4,0
0,0,0,5,0,0,0,11,7,1
12.3,0,0,52,339,-52,-2,11,3,1
24.7,16.7,72,96.17,2058,124,59.6,11,5,0
2.3,0,38,46.33,182,-146,-16.3,9,5,0
8.3,4,50,95.39,1633,-466,-18.4,11,2,0
7.7,7.3,70,88.33,1277,1081,34.3,9,5,0
2,3.7,13,39.54,460,19,-4.5,11,5,1
28.7,0,0,99.47,832,-42,1.5,7,2,0
12,5.3,22,55.15,612,-47,-9.2,9,3,0
45.7,3,64,92.67,1125,-832,-22.7,11,3,1
5.7,0,0,51.2,239,-113,-0.1,11,5,0
66,6.7,219,126.37,1873,306,19.2,7,4,0
76.7,63.7,519,338.06,2077,-280,165.1,9,5,0
16.7,3,6,71.09,781,-186,-17.1,11,4,1
0.3,0,0,38.08,166,-62,-3.1,11,2,1
1.3,0,4,13.53,64,-62,-3.5,9,2,0
4.7,1.3,0,35.73,336,-2,0.2,11,2,0
5.3,2,34,52.59,678,98,14.8,9,2,0
2,0,0,49.99,161,-48,0,11,2,0
8,4.7,14,61.97,414,83,-66.1,9,4,1
13.3,0,0,53.23,217,-125,-4.5,9,3,0
3.3,0,0,32.26,125,21,3.3,7,4,1
2.3,3.3,0,35.24,188,12,-0.2,9,4,0
10.7,0.3,0,41.21,692,-605,53.1,9,7,0
25,8.3,55,62.28,761,84,-22.3,7,5,0
6,0,0,40.09,356,22,-0.1,11,3,0
6.7,0.7,0,73.77,447,-131,-38.8,7,2,0
16,0,0,89.2,916,-203,-4.2,7,6,0
2.3,1.3,16,37.04,305,-84,-7,7,2,0
16.3,0,26,19.09,442,-134,-9.1,7,3,1
14.3,1.3,0,34.99,546,-2,0,9,2,0
7.3,0,5,37.59,362,26,-2.6,9,1,0
7,9,85,68.61,352,-70,-20.8,11,5,0
5.7,0,0,55.74,604,-314,3.4,9,5,0
17.3,5,20,47.79,986,-40,-7.8,9,3,0
4.3,0,0,41.57,386,-62,-0.2,11,3,1
16,6.7,0,84.22,370,1,97.7,7,3,0
9.3,0,0,53.99,367,-102,0,7,1,0
1.3,0,0,35.89,100,1,1.1,11,2,0
8,2.7,126,60.35,584,-530,-103.2,7,5,0
5.3,0,0,35.48,180,60,1.5,7,2,0
5,11,14,55.74,1626,288,-5.7,11,5,0
13,0,0,30.09,106,60,-0.1,7,4,0
0,0,1,29.99,84,42,0,11,2,1
20,19.7,55,61.77,1842,683,12.4,7,7,0
9,0.7,26,56.39,911,-32,-16,7,6,0
3.7,0,0,51.6,362,135,2.1,9,7,0
6,0,0,36.26,363,62,3,7,4,0
5,0,0,86.24,274,15,-1.2,11,1,0
2,1,0,14.56,194,-90,-52.9,11,5,1
2.3,0,0,20.38,326,10,-1.1,11,5,0
1,0,0,30.98,150,9,-1,7,4,0
6,5.3,28,46.41,356,91,-8.4,9,4,0
0.3,8,0,50.24,402,158,-0.2,7,3,1
8,0.7,1,40.36,355,-40,-1.3,7,4,0
6,0,7,39.77,277,116,-0.8,11,5,0
1.3,0,61,84.39,250,48,-8.4,11,2,0
0.7,0,0,60.51,179,87,1.6,11,2,0
0,0,0,10,0,0,0,11,2,1
1.7,0,0,49.99,99,61,0,7,4,0
38.7,11,152,82.03,912,-274,4.5,9,6,0
3.3,1,50,63.32,614,130,-18.3,7,2,0
13.7,0.3,26,45.64,452,292,31.9,9,2,0
13.7,2.3,82,90.5,622,-77,-33.7,9,4,0
0.7,0,0,29.99,86,-34,0,11,2,0
5.7,7,4,60.67,782,-166,-0.7,11,5,0
9,4.7,55,58.33,507,172,48.3,7,2,0
10.7,7.7,87,121.99,1094,-240,59,11,5,0
11.7,0,194,130.28,809,246,74.7,9,2,0
1,0,0,31.39,124,45,-1.4,11,2,0
20.3,1,122,106.13,1122,919,32.6,7,5,0
0,0.7,2,57.19,72,-36,-0.7,11,2,1
3.7,0.3,0,40.65,102,-26,-1.3,9,4,0
4,0,0,62.42,69,-57,-2.4,9,2,0
2,0,8,30.69,143,-119,-10.7,11,1,0
2,6,0,66.96,680,-122,0,11,4,1
4.3,0,48,70.97,596,258,56,11,7,1
6.7,4,6,38.84,330,-330,-96.3,11,5,0
9,2,122,95.24,413,-413,-45.3,7,3,0
2,0,0,35.67,173,9,0.5,7,4,0
8,2,61,58.28,405,139,41.3,11,2,1
8.7,1.3,61,74.29,1020,-177,-3.9,7,7,0
3.7,0,0,34.99,244,7,0,11,2,1
18.7,0,0,53.99,689,-66,0,9,5,0
11.7,0.7,84,95.38,1067,-153,-35.8,7,2,0
3,0,60,30.98,362,290,78.4,11,3,0
25.7,14,8,29.28,903,-903,-29.3,9,4,0
16.7,5,15,59.99,300,-110,0,7,2,1
4.3,0.3,0,33.99,34,17,0,7,4,0
7,0,0,49.99,401,226,0,11,3,1
7,0.3,54,67.85,690,450,24.1,9,2,0
5.7,0,0,65.36,320,-38,0.6,9,2,0
5.3,3,0,37.98,118,30,2,9,5,1
4.3,0,0,48.43,160,-160,-38.4,7,2,0
3.3,0,0,60.38,260,60,0.4,9,2,0
7.3,7.3,35,40.55,239,281,99.9,9,5,0
6.7,0,37,97.35,801,353,13.4,11,2,0
7.7,3.3,69,79.5,539,-120,-24.5,7,5,0
7,0,0,49.99,160,-4,0,7,2,0
9,3.7,46,58.16,711,-138,-23.2,9,3,0
51,0,1,60.29,750,-280,-0.3,11,2,1
5,0,1,45.54,190,-41,-0.5,9,3,0
5.7,0,9,66.77,160,87,8.9,9,2,0
5.3,2.3,24,61.73,666,222,29.4,9,5,0
6.3,0.7,2,35.89,256,-94,-0.9,11,3,0
5.3,0,70,57.14,375,42,17,9,1,1
7.3,0,0,49.99,190,-112,0,7,2,0
18,0.3,8,107.91,925,-415,3.1,7,2,0
13.7,10,113,81.15,806,-55,7.1,11,5,0
18,7,0,54.19,693,-17,0.2,11,5,0
2.7,0,8,78.55,434,210,6.8,11,2,1
11.7,2,0,76.84,561,-35,111.1,9,5,0
8,0.7,0,36.51,360,27,-16.6,7,1,0
0,0,0,10.58,22,-8,-0.6,11,2,0
11,0,0,42.41,418,-150,-2.4,9,3,0
4.3,0,0,58.34,168,-11,0,9,4,0
6.7,7,0,50.58,939,124,-0.6,7,2,0
3.3,0,75,76.75,276,-276,-22.8,7,2,1
22.7,2,0,53.99,287,-92,0,11,3,1
42.7,3,73,110.28,1138,5,74.3,9,3,0
10.3,2.7,20,18.86,395,84,-3.3,9,3,0
19,3.7,18,67.21,776,-140,-6.5,7,2,1
19.7,1.3,56,78.67,984,-120,8.5,7,4,0
2.7,0,0,10.25,98,30,0.7,7,2,0
0.7,0,52,47.14,365,-179,-12.2,11,2,0
4.3,0,0,50.89,25,-21,-0.9,11,2,1
14.7,8,10,54.24,970,48,-4.2,7,5,0
4.3,0,0,50.24,335,-165,-0.2,7,4,0
8,0.7,88,107.9,1059,-52,-42,11,4,0
8.3,0.3,2,60.99,98,-24,-1,7,2,0
11,13.3,0,50.73,1091,-575,0.2,11,2,1
2.7,0,0,10.09,80,35,-0.1,9,2,1
13,0,443,241.03,913,197,89.9,7,2,0
11,0,1,84.05,366,-16,29.2,7,2,0
41.3,0.7,47,94.28,1714,466,52.7,11,4,0
10.7,0.7,36,74.19,624,-79,-13.8,9,2,0
14,0,106,62.31,854,-600,-61.3,9,2,0
19.3,0.3,4,36.66,192,-79,-2.7,9,2,0
26.3,36,63,73.59,1978,142,46,7,6,0
6,0.7,0,74.01,349,-30,6.5,9,2,0
2,0,0,52.47,399,-87,-0.5,11,2,0
12.7,0,14,40.68,370,-99,-5.7,7,3,0
41.7,0,0,31.2,1142,594,-1.2,11,7,0
31,31,93,93.86,1218,-938,-125.7,7,4,0
2.3,0,0,29.99,243,53,0,11,2,0
